DPSST
10762
10949
11274
11406
11688
11925
12241
12418
12828
12845
13609
13622
13923
14157
14158
14308
14393
14400
14493
14495
14907
15038
15121
15413
15650
15654
15710
15907
15909
15910
16129
16480
16483
16779
17080
17106
17133
17224
17432
17500
17544
17691
17699
17724
17932
17975
18154
18156
18157
18160
18363
18374
18525
18677
18742
18743
18761
18966
18974
19008
19192
19275
19502
19524
19891
19896
19961
20108
20110
20198
20365
20384
20672
21046
21075
21282
21285
21286
21311
21317
21339
21400
21430
21496
21603
21689
21705
21707
21772
21776
21778
21850
22058
22093
22140
22178
22213
22234
22235
22282
22419
22506
22513
22515
22516
22518
22519
22571
22655
22750
22821
22827
22862
22864
23000
23060
23188
23331
23474
23565
23580
23581
23586
23591
23593
23649
23680
23705
23726
23768
23777
23815
23851
23932
23941
23954
23994
23996
23999
24002
24003
24063
24131
24137
24152
24189
24190
24200
24243
24380
24403
24579
24580
24581
24582
24583
24585
24724
24736
24747
24796
24817
24983
24987
24990
24991
24993
24997
25048
25051
25056
25059
25060
25064
25075
25202
25221
25235
25246
25247
25264
25521
25632
25636
25750
25861
25882
25926
26130
26378
26379
26420
26435
26651
26660
26702
26706
26709
26710
26711
26712
26713
26748
26758
26766
26779
26785
26797
26847
26848
26849
26850
26853
26854
26855
26972
26973
26974
26975
26976
26980
26981
27167
27189
27192
27241
27242
27243
27244
27245
27247
27249
27250
27292
27370
27445
27450
27540
27542
27543
27544
27546
27566
27789
27832
27833
27835
27836
27981
28011
28013
28017
28036
28038
28043
28044
28049
28051
28069
28070
28089
28091
28162
28173
28174
28248
28269
28276
28328
28330
28372
28376
28505
28508
28637
28645
28646
28647
28650
28652
28653
28654
28655
28656
28711
28713
28715
28716
28717
28796
28797
28896
28919
28920
28921
28922
28923
28925
28927
28929
28979
29094
29128
29137
29191
29192
29193
29194
29197
29198
29199
29200
29204
29208
29213
29215
29217
29221
29222
29224
29227
29314
29330
29331
29332
29338
29351
29352
29355
29356
29357
29360
29378
29502
29512
29519
29520
29521
29532
29535
29573
29579
29606
29650
29707
29743
29761
29799
29814
29898
29900
29901
29903
29904
29905
29907
29908
29981
29982
29983
29984
29985
29986
29988
29990
29991
29992
29993
29997
30020
30040
30239
30255
30281
30396
30397
30431
30432
30434
30496
30501
30535
30600
30659
30662
30663
30665
30666
30864
30867
30871
30873
30874
30878
31070
31135
31153
31161
31290
31291
31292
31375
31386
31459
31724
31787
31811
31884
31892
31898
31942
31943
31951
31955
31960
32016
32023
32024
32025
32026
32069
32070
32087
32106
32114
32146
32308
32358
32366
32382
32384
32387
32388
32391
32392
32395
32396
32398
32401
32402
32403
32411
32413
32438
32448
32530
32588
32700
32706
32718
32784
32938
32940
32992
33027
33125
33213
33310
33482
33522
33523
33525
33527
33528
33550
33646
33711
33722
33727
33731
33733
33734
33849
33878
33930
34017
34256
34292
34296
34300
34301
34302
34303
34352
34353
34354
34368
34371
34375
34376
34378
34379
34381
34489
34490
34491
34492
34493
34502
34582
34583
34584
34586
34619
34671
34672
34673
34674
34675
34677
34786
34790
34792
34795
34882
34916
35113
35126
35127
35225
35226
35227
35366
35396
35403
35427
35444
35449
35563
35609
35623
35716
35807
35808
35816
35818
35819
35820
35914
36042
36069
36154
36155
36157
36236
36237
36239
36240
36242
36243
36263
36265
36266
36267
36271
36272
36303
36496
36533
36545
36546
36591
36610
36611
36612
36623
36683
36692
36713
36716
36717
36817
36818
36819
36820
36821
36825
36826
36834
36874
36875
36878
36879
36880
36881
36905
36906
37043
37126
37127
37128
37132
37133
37135
37137
37138
37142
37143
37144
37145
37147
37149
37151
37152
37153
37192
37193
37194
37240
37241
37242
37248
37287
37308
37329
37333
37413
37557
37566
37600
37607
37608
37618
37629
37630
37631
37632
37633
37635
37638
37667
37668
37669
37765
37836
37867
37883
37932
37939
37943
38032
38034
38061
38094
38107
38108
38178
38179
38197
38202
38263
38400
38512
38549
38601
38637
38709
38791
38838
38844
38846
38874
38875
38941
38946
38950
38994
38995
38996
38997
39009
39010
39011
39064
39117
39230
39235
39268
39269
39279
39333
39513
39564
39589
39599
39600
39607
39608
39612
39642
39643
39644
39646
39648
39651
39653
39655
39657
39660
39707
39828
39875
39876
39877
39878
39879
39934
40188
40218
40396
40398
40399
40400
40401
40420
40532
40572
40588
40590
40613
40614
40709
40710
40730
40786
40787
40799
40835
40925
40926
40927
40928
40929
40930
40931
40932
40949
40987
41047
41048
41051
41052
41137
41138
41142
41146
41300
41301
41302
41372
41483
41497
41498
41499
41513
41636
41701
41706
41752
41756
41757
41758
41759
41761
41782
41783
41798
41829
41832
42016
42307
42309
42381
42391
42427
42549
42553
42554
42576
42625
42631
42649
42652
42653
42660
42661
42663
42712
42725
42786
42794
42989
43089
43320
43480
43481
43482
43483
43484
43489
43491
43492
43493
43494
43496
43499
43501
43502
43503
43527
43528
43618
43732
43778
43838
43860
43866
43867
43868
43872
43873
43999
44055
44124
44160
44162
44163
44164
44195
44217
44279
44369
44436
44437
44438
44439
44440
44441
44567
44568
44622
44627
44629
44630
44735
44738
44841
44844
45001
45002
45003
45022
45023
45024
45062
45063
45102
45124
45126
45180
45385
45405
45515
45663
45665
45681
45766
45768
45769
45770
45790
45791
45792
45813
45864
45895
45896
45920
45922
45974
45975
45976
45985
46048
46055
46056
46067
46121
46160
