111869034	2022-02-02
111869034	2022-02-03
111870617	2022-02-04
111888129	2022-02-05
111888129	2022-02-06
72529359	2022-02-07
72529359	2022-02-08
72531501	2022-02-09
72542344	2022-02-21
72542505	2022-02-22
72542505	2022-02-23
72542664	2022-02-24
72542376	2022-02-25
72543989	2022-02-26
72543986	2022-02-27
72543986	2022-02-28
72543986	2022-03-01
72546408	2022-03-02
72546408	2022-03-03
72546740	2022-03-04
72581938	2022-03-05
72582420	2022-03-06
72572630	2022-03-07
72572630	2022-03-08
72574009	2022-03-09
72628305	2022-03-20
72628305	2022-03-21
72628305	2022-03-22
68673539	2022-03-23
68673539	2022-03-24
68674027	2022-03-25
68576882	2022-03-26
68674189	2022-03-27
68674189	2022-03-28
68674189	2022-03-29
68677432	2022-03-30
68680153	2022-03-31
68682393	2022-04-01
68681236	2022-04-02
68685984	2022-04-03
68685984	2022-04-04
68685984	2022-04-05
69796005	2022-04-06
71889423	2022-04-07
72224790	2022-04-08
73506573	2022-04-09
104162520	2022-04-20
104166372	2022-04-21
104166372	2022-04-22
104197199	2022-04-23
104214530	2022-04-24
104214530	2022-04-25
104214530	2022-04-26
104218262	2022-04-27
104621345	2022-04-28
104724222	2022-04-29
104732616	2022-04-30
104733922	2022-05-01
104733922	2022-05-02
104733922	2022-05-03
104734588	2022-05-04
104743195	2022-05-05
105634814	2022-05-06
105634814	2022-05-07
105636396	2022-05-08
105636396	2022-05-09
105671854	2022-05-20
105673648	2022-05-21
105675721	2022-05-22
105675721	2022-05-23
105704817	2022-05-24
105438061	2022-05-25
105708317	2022-05-26
105708605	2022-05-27
105722167	2022-05-28
105726975	2022-05-29
105726975	2022-05-30
105726975	2022-05-31
105726975	2022-06-01
105708589	2022-06-02
105710364	2022-06-03
105671349	2022-06-04
105727899	2022-06-05
105727899	2022-06-06
105606447	2022-06-07
105730631	2022-06-08
105734936	2022-06-09
106388972	2022-06-20
106060415	2022-06-21
106060415	2022-06-22
106059091	2022-06-23
106069610	2022-06-24
107603889	2022-06-25
107605456	2022-06-26
107605456	2022-06-28
107606555	2022-06-29
107606933	2022-06-30
107607393	2022-07-01
107594099	2022-07-02
107594900	2022-07-03
107594900	2022-07-04
107594900	2022-07-05
107718586	2022-07-07
107722694	2022-07-08
107755510	2022-07-09
107766817	2022-07-20
107772818	2022-07-21
108301589	2022-07-22
108174883	2022-07-23
107787486	2022-07-24
107787486	2022-07-25
107875081	2022-07-26
108320909	2022-07-27
108283515	2022-07-28
108135443	2022-07-29
108136589	2022-07-30
108662490	2022-07-31
108662490	2022-08-01
108662490	2022-08-02
109014272	2022-08-03
108804078	2022-08-05
109547202	2022-08-06
109031260	2022-08-07
109031260	2022-08-08
108985557	2022-08-09
109474751	2022-08-20
109108570	2022-08-22
109108570	2022-08-23
109112290	2022-08-25
109486699	2022-08-26
109032160	2022-08-27
109641066	2022-08-28
109641066	2022-08-29
109641066	2022-08-30
109135597	2022-08-31
109162383	2022-09-01
109552270	2022-09-02
109582598	2022-09-03
109156091	2022-09-04
109156091	2022-09-05
108992850	2022-09-06
109156091	2022-09-07
109160081	2022-09-08
109557998	2022-09-09
109605146	2022-09-20
108810365	2022-09-22
109381417	2022-09-23
109382860	2022-09-24
109357726	2022-09-25
109384492	2022-09-26
109384492	2022-09-27
109219910	2022-09-28
109407871	2022-09-29
109668464	2022-09-30
110042715	2022-10-01
110558110	2022-10-02
110559761	2022-10-03
110559761	2022-10-04
110047163	2022-10-05
110055678	2022-10-06
110528133	2022-10-07
110521525	2022-10-08
110105305	2022-10-09
110415314	2022-10-20
110229173	2022-10-22
110234419	2022-10-23
110234419	2022-10-24
110234419	2022-10-25
110610280	2022-10-26
110604321	2022-10-27
110608615	2022-10-28
110852430	2022-10-29
111419567	2022-10-30
112062713	2022-10-31
112062713	2022-11-01
112580811	2022-11-02
112086893	2022-11-03
112457769	2022-11-04
112089111	2022-11-05
112096087	2022-11-06
112096087	2022-11-08
112471785	2022-11-09
110301419	2022-11-20
110301419	2022-11-21
110301419	2022-11-22
110334021	2022-11-23
110451132	2022-11-24
110451132	2022-11-25
110451132	2022-11-28
110451132	2022-11-29
110454532	2022-11-30
110460484	2022-12-01
110462444	2022-12-02
110474111	2022-12-03
110482022	2022-12-04
110482022	2022-12-05
110482022	2022-12-06
110956547	2022-12-07
110490682	2022-12-09
110552336	2022-12-21
107575215	2022-12-22
110993225	2022-12-23
110993224	2022-12-24
110993224	2022-12-25
110993224	2022-12-26
110993224	2022-12-27
110993224	2022-12-28
111006347	2022-12-29
111010489	2022-12-30
111015066	2022-12-31
111023262	2023-01-01
111023262	2023-01-02
111023262	2023-01-03
111023544	2023-01-05
111023629	2023-01-06
111542224	2023-01-07
111454454	2023-01-08
111454454	2023-01-09
111875620	2023-01-20
111970410	2023-01-21
111975881	2023-01-23
111975881	2023-01-24
111986616	2023-01-26
111990881	2023-01-27
111989582	2023-01-28
106991420	2023-01-29
111991487	2023-01-30
111991487	2023-01-31
111950471	2023-02-02
111948529	2023-02-03
112352622	2023-02-04
111433849	2023-02-05
112574459	2023-02-06
112574459	2023-02-07
112621775	2023-02-08
112654315	2023-02-09
112958739	2023-02-20
112623826	2023-02-21
112958739	2023-02-22
112982432	2023-02-23
112985914	2023-02-25
113573252	2023-02-26
113008519	2023-02-27
113008519	2023-02-28
113009419	2023-03-01
112942574	2023-03-02
112947900	2023-03-04
112954084	2023-03-05
112954084	2023-03-06
112954084	2023-03-07
112959090	2023-03-08
113026020	2023-03-20
112929340	2023-03-21
113027887	2023-03-22
113127378	2023-03-24
113517743	2023-03-25
113387169	2023-03-26
113017317	2023-03-28
113020084	2023-03-29
113383978	2023-03-30
113384122	2023-03-31
113030124	2023-04-02
113030124	2023-04-03
112923311	2023-04-04
113030124	2023-04-05
113073075	2023-04-06
113443949	2023-04-07
114669849	2023-04-08
114830499	2023-04-09
114875285	2023-04-20
115244587	2023-04-21
115417477	2023-04-23
114895094	2023-04-24
114895094	2023-04-25
114893965	2023-04-26
115243844	2023-04-27
114901403	2023-04-28
114903374	2023-04-29
114910794	2023-04-30
114910794	2023-05-01
114910794	2023-05-02
115445293	2023-05-03
115434191	2023-05-04
115435179	2023-05-05
114910907	2023-05-06
115174106	2023-05-07
115174106	2023-05-08
115174106	2023-05-09
115215861	2023-05-20
115230346	2023-05-21
115267133	2023-05-22
115267133	2023-05-23
115278893	2023-05-25
115296333	2023-05-26
115674731	2023-05-27
115674731	2023-05-28
115674731	2023-05-29
115674731	2023-05-30
115674731	2023-05-31
115674731	2023-06-01
115674731	2023-06-02
115674731	2023-06-03
115674731	2023-06-04
115674731	2023-06-05
115674731	2023-06-06
115806453	2023-06-07
115922875	2023-06-08
115536027	2023-06-09
115606725	2023-06-20
115606725	2023-06-21
115609799	2023-06-22
115612469	2023-06-23
115649343	2023-06-24
115656467	2023-06-25
115692927	2023-06-26
115692927	2023-06-27
115695314	2023-06-28
115700176	2023-06-29
115706357	2023-06-30
115706357	2023-07-01
115706357	2023-07-02
115706357	2023-07-03
115706357	2023-07-04
115670025	2023-07-05
115670025	2023-07-06
115676962	2023-07-07
115680803	2023-07-08
115690420	2023-07-09
115723303	2023-07-20
115723447	2023-07-21
116259372	2023-07-22
116259372	2023-07-23
116259372	2023-07-24
116259372	2023-07-25
116261126	2023-07-26
116268669	2023-07-27
116272179	2023-07-28
116275581	2023-07-30
116275581	2023-07-31
116275581	2023-08-01
116260838	2023-08-02
117114275	2023-08-03
117118169	2023-08-04
117119615	2023-08-05
117125284	2023-08-06
117125284	2023-08-07
117125284	2023-08-08
117126426	2023-08-09
118115919	2023-08-20
118115919	2023-08-21
118115919	2023-08-22
118300937	2023-08-23
118327252	2023-08-24
118326952	2023-08-25
118356005	2023-08-26
118358404	2023-08-27
118358404	2023-08-28
118424265	2023-08-29
118425546	2023-08-30
118432467	2023-08-31
118437619	2023-09-01
118349371	2023-09-02
118351252	2023-09-03
118351252	2023-09-04
118258405	2023-09-05
118351252	2023-09-06
118357346	2023-09-07
118367751	2023-09-08
118237335	2023-09-09
118349916	2023-09-20
118301301	2023-09-21
118403473	2023-09-22
118418368	2023-09-23
118440854	2023-09-24
118440854	2023-09-25
118440854	2023-09-26
118446327	2023-09-27
118451666	2023-09-28
118452337	2023-09-29
118464177	2023-09-30
118462271	2023-10-01
118462271	2023-10-02
118462271	2023-10-03
118464267	2023-10-04
118467541	2023-10-05
118475877	2023-10-06
118483538	2023-10-07
118532482	2023-10-08
118532482	2023-10-09
120507781	2023-10-20
120713712	2023-10-21
120731017	2023-10-22
120731017	2023-10-23
120731017	2023-10-24
120737470	2023-10-25
120741466	2023-10-26
120758699	2023-10-27
120771059	2023-10-28
120797217	2023-10-29
121678010	2023-11-27
121678010	2023-11-28
121694994	2023-11-29
121707383	2023-11-30
121728609	2023-12-01
121724008	2023-12-02
121734494	2023-12-03
121734494	2023-12-04
121734494	2023-12-05
121734170	2023-12-06
122145012	2023-12-07
122175322	2023-12-08
122178962	2023-12-09
122184522	2023-12-10
122184517	2023-12-11
122184518	2023-12-12
122183934	2023-12-13
122200902	2023-12-14
122206430	2023-12-15
122230651	2023-12-16
122389444	2023-12-17
122389444	2023-12-18
122389444	2023-12-19
122702543	2023-12-20
122710719	2023-12-21
122736184	2023-12-22
122750891	2023-12-23
122852006	2023-12-24
122852006	2023-12-25
122888766	2023-12-26
122888766	2023-12-27
122888766	2023-12-28
122000828	2023-12-29
122008244	2023-12-30
122001072	2023-12-31
122001072	2024-01-01
122001072	2024-01-02
122001072	2024-01-03
122004184	2024-01-04
122006520	2024-01-05
122039328	2024-01-06
122041303	2024-01-07
122056007	2024-01-08
122056007	2024-01-09
122056390	2024-01-10
122053015	2024-01-11
122053196	2024-01-12
122053921	2024-01-13
122225927	2024-01-14
122225927	2024-01-15
122225927	2024-01-16
122225927	2024-01-17
122225925	2024-01-18
122225925	2024-01-19
122249694	2024-01-20
122249694	2024-01-21
122249694	2024-01-22
122249694	2024-01-23
122246513	2024-01-24
122267372	2024-01-25
122289850	2024-01-26
122304049	2024-01-27
122304049	2024-01-28
122304049	2024-01-29
122304049	2024-01-30
122318176	2024-01-31
122334980	2024-02-01
122329409	2024-02-02
122332045	2024-02-03
122333292	2024-02-04
122333292	2024-02-05
122333292	2024-02-06
122334302	2024-02-07
122336785	2024-02-08
122338109	2024-02-09
122417722	2024-02-10
122418046	2024-02-11
122419999	2024-02-12
122419999	2024-02-13
122422510	2024-02-14
122423087	2024-02-15
122536022	2024-02-17
122536741	2024-02-18
122536741	2024-02-19
122536741	2024-02-20
122536741	2024-02-21
122564768	2024-02-22
122565889	2024-02-23
122569186	2024-02-24
122574988	2024-02-25
122574988	2024-02-26
122574988	2024-02-27
122575460	2024-02-28
122581548	2024-02-29
122600705	2024-03-01
122606215	2024-03-02
122606215	2024-03-03
122614069	2024-03-04
122614069	2024-03-05
122614069	2024-03-06
122620394	2024-03-07
122623382	2024-03-08
122623382	2024-03-09
122633005	2024-03-10
122633005	2024-03-11
122633005	2024-03-12
122642512	2024-03-13
122688753	2024-03-14
122688753	2024-03-15
122723612	2024-03-16
122724411	2024-03-17
122724411	2024-03-18
122724411	2024-03-19
122734022	2024-03-20
122734022	2024-03-21
122745438	2024-03-22
122761192	2024-03-23
122763633	2024-03-25
122763633	2024-03-26
122765432	2024-03-27
122771597	2024-03-28
122783673	2024-03-29
122791105	2024-03-30
122791585	2024-03-31
122857377	2024-04-01
122857377	2024-04-02
122865666	2024-04-03
122884252	2024-04-04
122888668	2024-04-05
122891318	2024-04-06
122897464	2024-04-07
122897464	2024-04-08
122897464	2024-04-09
122904236	2024-04-10
122914091	2024-04-11
122917855	2024-04-12
122917862	2024-04-13
123233107	2024-04-14
123233107	2024-04-15
123233107	2024-04-16
123163568	2024-04-17
123241494	2024-04-18
123392606	2024-04-19
123396075	2024-04-20
123409429	2024-04-21
123409429	2024-04-22
123409429	2024-04-23
123431842	2024-04-24
123462465	2024-04-25
123472684	2024-04-26
123473500	2024-04-27
123492002	2024-04-28
123492002	2024-04-29
123492002	2024-04-30
123492792	2024-05-01
123501074	2024-05-02
123494379	2024-05-03
123493519	2024-05-04
123502586	2024-05-05
123502586	2024-05-06
